,file_name,sequence,prediction
537,17.mid,"[60, 64, 67, 48, 60]",64
538,17.mid,"[64, 67, 48, 60, 64]",67
539,17.mid,"[67, 48, 60, 64, 67]",76
540,17.mid,"[48, 60, 64, 67, 76]",76
541,17.mid,"[60, 64, 67, 76, 76]",50
542,17.mid,"[64, 67, 76, 76, 50]",62
543,17.mid,"[67, 76, 76, 50, 62]",67
544,17.mid,"[76, 76, 50, 62, 67]",69
545,17.mid,"[76, 50, 62, 67, 69]",50
546,17.mid,"[50, 62, 67, 69, 50]",62
547,17.mid,"[62, 67, 69, 50, 62]",67
548,17.mid,"[67, 69, 50, 62, 67]",69
549,17.mid,"[69, 50, 62, 67, 69]",83
550,17.mid,"[50, 62, 67, 69, 83]",83
551,17.mid,"[62, 67, 69, 83, 83]",81
552,17.mid,"[67, 69, 83, 83, 81]",81
553,17.mid,"[69, 83, 83, 81, 81]",79
554,17.mid,"[83, 83, 81, 81, 79]",79
555,18.mid,"[39, 58, 63, 66, 73]",39
556,18.mid,"[58, 63, 66, 73, 39]",58
557,18.mid,"[63, 66, 73, 39, 58]",63
558,18.mid,"[66, 73, 39, 58, 63]",66
559,18.mid,"[73, 39, 58, 63, 66]",73
560,18.mid,"[39, 58, 63, 66, 73]",47
561,18.mid,"[58, 63, 66, 73, 47]",59
562,18.mid,"[63, 66, 73, 47, 59]",61
563,18.mid,"[66, 73, 47, 59, 61]",66
564,18.mid,"[73, 47, 59, 61, 66]",70
565,18.mid,"[47, 59, 61, 66, 70]",47
566,18.mid,"[59, 61, 66, 70, 47]",59
567,18.mid,"[61, 66, 70, 47, 59]",61
568,18.mid,"[66, 70, 47, 59, 61]",66
569,18.mid,"[70, 47, 59, 61, 66]",70
570,18.mid,"[47, 59, 61, 66, 70]",47
571,18.mid,"[59, 61, 66, 70, 47]",59
572,18.mid,"[61, 66, 70, 47, 59]",61
573,18.mid,"[66, 70, 47, 59, 61]",66
574,18.mid,"[70, 47, 59, 61, 66]",70
575,18.mid,"[47, 59, 61, 66, 70]",47
576,18.mid,"[59, 61, 66, 70, 47]",59
577,18.mid,"[61, 66, 70, 47, 59]",61
578,18.mid,"[66, 70, 47, 59, 61]",66
579,18.mid,"[70, 47, 59, 61, 66]",70
580,18.mid,"[47, 59, 61, 66, 70]",47
581,18.mid,"[59, 61, 66, 70, 47]",59
582,18.mid,"[61, 66, 70, 47, 59]",63
583,18.mid,"[66, 70, 47, 59, 63]",66
584,18.mid,"[70, 47, 59, 63, 66]",70
585,18.mid,"[47, 59, 63, 66, 70]",47
586,18.mid,"[59, 63, 66, 70, 47]",59
587,18.mid,"[63, 66, 70, 47, 59]",63
588,18.mid,"[66, 70, 47, 59, 63]",66
589,18.mid,"[70, 47, 59, 63, 66]",70
590,18.mid,"[47, 59, 63, 66, 70]",54
591,18.mid,"[59, 63, 66, 70, 54]",54
592,18.mid,"[63, 66, 70, 54, 54]",49
593,18.mid,"[66, 70, 54, 54, 49]",61
594,18.mid,"[70, 54, 54, 49, 61]",65
595,18.mid,"[54, 54, 49, 61, 65]",68
596,18.mid,"[54, 49, 61, 65, 68]",49
597,18.mid,"[49, 61, 65, 68, 49]",61
598,18.mid,"[61, 65, 68, 49, 61]",65
599,18.mid,"[65, 68, 49, 61, 65]",68
600,18.mid,"[68, 49, 61, 65, 68]",80
601,18.mid,"[49, 61, 65, 68, 80]",80
602,18.mid,"[61, 65, 68, 80, 80]",82
603,18.mid,"[65, 68, 80, 80, 82]",82
604,18.mid,"[68, 80, 80, 82, 82]",39
605,18.mid,"[80, 80, 82, 82, 39]",58
606,18.mid,"[80, 82, 82, 39, 58]",63
607,18.mid,"[82, 82, 39, 58, 63]",66
608,18.mid,"[82, 39, 58, 63, 66]",73
609,18.mid,"[39, 58, 63, 66, 73]",39
610,18.mid,"[58, 63, 66, 73, 39]",58
611,18.mid,"[63, 66, 73, 39, 58]",63
612,18.mid,"[66, 73, 39, 58, 63]",66
613,18.mid,"[73, 39, 58, 63, 66]",73
614,18.mid,"[39, 58, 63, 66, 73]",47
615,18.mid,"[58, 63, 66, 73, 47]",59
616,18.mid,"[63, 66, 73, 47, 59]",61
617,18.mid,"[66, 73, 47, 59, 61]",66
618,18.mid,"[73, 47, 59, 61, 66]",70
619,18.mid,"[47, 59, 61, 66, 70]",47
620,18.mid,"[59, 61, 66, 70, 47]",59
621,18.mid,"[61, 66, 70, 47, 59]",61
622,18.mid,"[66, 70, 47, 59, 61]",66
623,18.mid,"[70, 47, 59, 61, 66]",70
624,18.mid,"[47, 59, 61, 66, 70]",47
625,18.mid,"[59, 61, 66, 70, 47]",59
626,18.mid,"[61, 66, 70, 47, 59]",61
627,18.mid,"[66, 70, 47, 59, 61]",66
628,18.mid,"[70, 47, 59, 61, 66]",70
629,18.mid,"[47, 59, 61, 66, 70]",47
630,18.mid,"[59, 61, 66, 70, 47]",59
631,18.mid,"[61, 66, 70, 47, 59]",61
632,18.mid,"[66, 70, 47, 59, 61]",66
633,18.mid,"[70, 47, 59, 61, 66]",70
634,18.mid,"[47, 59, 61, 66, 70]",47
635,18.mid,"[59, 61, 66, 70, 47]",59
636,18.mid,"[61, 66, 70, 47, 59]",63
637,18.mid,"[66, 70, 47, 59, 63]",66
638,18.mid,"[70, 47, 59, 63, 66]",70
639,18.mid,"[47, 59, 63, 66, 70]",47
640,18.mid,"[59, 63, 66, 70, 47]",59
641,18.mid,"[63, 66, 70, 47, 59]",63
642,18.mid,"[66, 70, 47, 59, 63]",66
643,18.mid,"[70, 47, 59, 63, 66]",70
644,18.mid,"[47, 59, 63, 66, 70]",54
645,18.mid,"[59, 63, 66, 70, 54]",54
646,18.mid,"[63, 66, 70, 54, 54]",49
647,18.mid,"[66, 70, 54, 54, 49]",61
648,18.mid,"[70, 54, 54, 49, 61]",65
649,18.mid,"[54, 54, 49, 61, 65]",68
650,18.mid,"[54, 49, 61, 65, 68]",49
651,18.mid,"[49, 61, 65, 68, 49]",61
652,18.mid,"[61, 65, 68, 49, 61]",65
653,18.mid,"[65, 68, 49, 61, 65]",68
654,18.mid,"[68, 49, 61, 65, 68]",80
655,18.mid,"[49, 61, 65, 68, 80]",80
656,18.mid,"[61, 65, 68, 80, 80]",82
657,18.mid,"[65, 68, 80, 80, 82]",82
658,19.mid,"[36, 55, 60, 70, 36]",55
659,19.mid,"[55, 60, 70, 36, 55]",60
660,19.mid,"[60, 70, 36, 55, 60]",70
661,19.mid,"[70, 36, 55, 60, 70]",79
662,19.mid,"[36, 55, 60, 70, 79]",79
663,19.mid,"[55, 60, 70, 79, 79]",39
664,19.mid,"[60, 70, 79, 79, 39]",55
665,19.mid,"[70, 79, 79, 39, 55]",58
666,19.mid,"[79, 79, 39, 55, 58]",63
667,19.mid,"[79, 39, 55, 58, 63]",74
668,19.mid,"[39, 55, 58, 63, 74]",39
669,19.mid,"[55, 58, 63, 74, 39]",55
670,19.mid,"[58, 63, 74, 39, 55]",58
671,19.mid,"[63, 74, 39, 55, 58]",63
672,19.mid,"[74, 39, 55, 58, 63]",74
673,19.mid,"[39, 55, 58, 63, 74]",43
674,19.mid,"[55, 58, 63, 74, 43]",55
675,19.mid,"[58, 63, 74, 43, 55]",58
676,19.mid,"[63, 74, 43, 55, 58]",62
677,19.mid,"[74, 43, 55, 58, 62]",43
678,19.mid,"[43, 55, 58, 62, 43]",55
679,19.mid,"[55, 58, 62, 43, 55]",58
680,19.mid,"[58, 62, 43, 55, 58]",62
681,19.mid,"[62, 43, 55, 58, 62]",82
682,19.mid,"[43, 55, 58, 62, 82]",82
683,19.mid,"[55, 58, 62, 82, 82]",58
684,19.mid,"[58, 62, 82, 82, 58]",58
685,19.mid,"[62, 82, 82, 58, 58]",39
686,19.mid,"[82, 82, 58, 58, 39]",55
687,19.mid,"[82, 58, 58, 39, 55]",58
688,19.mid,"[58, 58, 39, 55, 58]",63
689,19.mid,"[58, 39, 55, 58, 63]",72
690,19.mid,"[39, 55, 58, 63, 72]",74
691,19.mid,"[55, 58, 63, 72, 74]",39
692,19.mid,"[58, 63, 72, 74, 39]",55
693,19.mid,"[63, 72, 74, 39, 55]",58
694,19.mid,"[72, 74, 39, 55, 58]",63
695,19.mid,"[74, 39, 55, 58, 63]",72
696,19.mid,"[39, 55, 58, 63, 72]",74
697,19.mid,"[55, 58, 63, 72, 74]",36
698,19.mid,"[58, 63, 72, 74, 36]",55
699,19.mid,"[63, 72, 74, 36, 55]",60
700,19.mid,"[72, 74, 36, 55, 60]",70
701,19.mid,"[74, 36, 55, 60, 70]",36
702,19.mid,"[36, 55, 60, 70, 36]",55
703,19.mid,"[55, 60, 70, 36, 55]",60
704,19.mid,"[60, 70, 36, 55, 60]",70
705,19.mid,"[70, 36, 55, 60, 70]",79
706,19.mid,"[36, 55, 60, 70, 79]",79
707,19.mid,"[55, 60, 70, 79, 79]",39
708,19.mid,"[60, 70, 79, 79, 39]",55
709,19.mid,"[70, 79, 79, 39, 55]",58
710,19.mid,"[79, 79, 39, 55, 58]",63
711,19.mid,"[79, 39, 55, 58, 63]",74
712,19.mid,"[39, 55, 58, 63, 74]",39
713,19.mid,"[55, 58, 63, 74, 39]",55
714,19.mid,"[58, 63, 74, 39, 55]",58
715,19.mid,"[63, 74, 39, 55, 58]",63
716,19.mid,"[74, 39, 55, 58, 63]",74
717,19.mid,"[39, 55, 58, 63, 74]",43
718,19.mid,"[55, 58, 63, 74, 43]",55
719,19.mid,"[58, 63, 74, 43, 55]",58
720,19.mid,"[63, 74, 43, 55, 58]",62
721,19.mid,"[74, 43, 55, 58, 62]",43
722,19.mid,"[43, 55, 58, 62, 43]",55
723,19.mid,"[55, 58, 62, 43, 55]",58
724,19.mid,"[58, 62, 43, 55, 58]",62
725,19.mid,"[62, 43, 55, 58, 62]",82
726,19.mid,"[43, 55, 58, 62, 82]",82
727,19.mid,"[55, 58, 62, 82, 82]",58
728,19.mid,"[58, 62, 82, 82, 58]",58
729,19.mid,"[62, 82, 82, 58, 58]",39
730,19.mid,"[82, 82, 58, 58, 39]",55
731,19.mid,"[82, 58, 58, 39, 55]",58
732,19.mid,"[58, 58, 39, 55, 58]",63
733,19.mid,"[58, 39, 55, 58, 63]",72
734,19.mid,"[39, 55, 58, 63, 72]",74
735,19.mid,"[55, 58, 63, 72, 74]",39
736,19.mid,"[58, 63, 72, 74, 39]",55
737,19.mid,"[63, 72, 74, 39, 55]",58
738,19.mid,"[72, 74, 39, 55, 58]",63
739,19.mid,"[74, 39, 55, 58, 63]",72
740,19.mid,"[39, 55, 58, 63, 72]",74
741,2.mid,"[44, 56, 63, 66, 70]",71
742,2.mid,"[56, 63, 66, 70, 71]",75
743,2.mid,"[63, 66, 70, 71, 75]",44
744,2.mid,"[66, 70, 71, 75, 44]",56
745,2.mid,"[70, 71, 75, 44, 56]",63
746,2.mid,"[71, 75, 44, 56, 63]",66
747,2.mid,"[75, 44, 56, 63, 66]",70
748,2.mid,"[44, 56, 63, 66, 70]",71
749,2.mid,"[56, 63, 66, 70, 71]",75
750,2.mid,"[63, 66, 70, 71, 75]",44
751,2.mid,"[66, 70, 71, 75, 44]",56
752,2.mid,"[70, 71, 75, 44, 56]",63
753,2.mid,"[71, 75, 44, 56, 63]",66
754,2.mid,"[75, 44, 56, 63, 66]",70
755,2.mid,"[44, 56, 63, 66, 70]",71
756,2.mid,"[56, 63, 66, 70, 71]",75
757,2.mid,"[63, 66, 70, 71, 75]",44
758,2.mid,"[66, 70, 71, 75, 44]",56
759,2.mid,"[70, 71, 75, 44, 56]",63
760,2.mid,"[71, 75, 44, 56, 63]",66
761,2.mid,"[75, 44, 56, 63, 66]",70
762,2.mid,"[44, 56, 63, 66, 70]",71
763,2.mid,"[56, 63, 66, 70, 71]",75
764,2.mid,"[63, 66, 70, 71, 75]",51
765,2.mid,"[66, 70, 71, 75, 51]",58
766,2.mid,"[70, 71, 75, 51, 58]",65
767,2.mid,"[71, 75, 51, 58, 65]",66
768,2.mid,"[75, 51, 58, 65, 66]",70
769,2.mid,"[51, 58, 65, 66, 70]",73
770,2.mid,"[58, 65, 66, 70, 73]",51
771,2.mid,"[65, 66, 70, 73, 51]",58
772,2.mid,"[66, 70, 73, 51, 58]",65
773,2.mid,"[70, 73, 51, 58, 65]",66
774,2.mid,"[73, 51, 58, 65, 66]",70
775,2.mid,"[51, 58, 65, 66, 70]",73
776,2.mid,"[58, 65, 66, 70, 73]",39
777,2.mid,"[65, 66, 70, 73, 39]",46
778,2.mid,"[66, 70, 73, 39, 46]",54
779,2.mid,"[70, 73, 39, 46, 54]",58
780,2.mid,"[73, 39, 46, 54, 58]",61
781,2.mid,"[39, 46, 54, 58, 61]",63
782,2.mid,"[46, 54, 58, 61, 63]",73
783,2.mid,"[54, 58, 61, 63, 73]",39
784,2.mid,"[58, 61, 63, 73, 39]",46
785,2.mid,"[61, 63, 73, 39, 46]",54
786,2.mid,"[63, 73, 39, 46, 54]",58
787,2.mid,"[73, 39, 46, 54, 58]",61
788,2.mid,"[39, 46, 54, 58, 61]",63
789,2.mid,"[46, 54, 58, 61, 63]",73
790,2.mid,"[54, 58, 61, 63, 73]",46
791,2.mid,"[58, 61, 63, 73, 46]",56
792,2.mid,"[61, 63, 73, 46, 56]",62
793,2.mid,"[63, 73, 46, 56, 62]",66
794,2.mid,"[73, 46, 56, 62, 66]",73
795,2.mid,"[46, 56, 62, 66, 73]",46
796,2.mid,"[56, 62, 66, 73, 46]",56
797,2.mid,"[62, 66, 73, 46, 56]",62
798,2.mid,"[66, 73, 46, 56, 62]",66
799,2.mid,"[73, 46, 56, 62, 66]",73
800,2.mid,"[46, 56, 62, 66, 73]",46
801,2.mid,"[56, 62, 66, 73, 46]",53
802,2.mid,"[62, 66, 73, 46, 53]",56
803,2.mid,"[66, 73, 46, 53, 56]",60
804,2.mid,"[73, 46, 53, 56, 60]",61
805,2.mid,"[46, 53, 56, 60, 61]",65
806,2.mid,"[53, 56, 60, 61, 65]",46
807,2.mid,"[56, 60, 61, 65, 46]",53
808,2.mid,"[60, 61, 65, 46, 53]",56
809,2.mid,"[61, 65, 46, 53, 56]",60
810,2.mid,"[65, 46, 53, 56, 60]",61
811,2.mid,"[46, 53, 56, 60, 61]",65
812,20.mid,"[60, 63, 67, 70, 60]",63
813,20.mid,"[63, 67, 70, 60, 63]",67
814,20.mid,"[67, 70, 60, 63, 67]",70
815,20.mid,"[70, 60, 63, 67, 70]",79
816,20.mid,"[60, 63, 67, 70, 79]",79
817,20.mid,"[63, 67, 70, 79, 79]",67
818,20.mid,"[67, 70, 79, 79, 67]",70
819,20.mid,"[70, 79, 79, 67, 70]",74
820,20.mid,"[79, 79, 67, 70, 74]",77
821,20.mid,"[79, 67, 70, 74, 77]",67
822,20.mid,"[67, 70, 74, 77, 67]",70
823,20.mid,"[70, 74, 77, 67, 70]",74
824,20.mid,"[74, 77, 67, 70, 74]",77
825,20.mid,"[77, 67, 70, 74, 77]",63
826,20.mid,"[67, 70, 74, 77, 63]",67
827,20.mid,"[70, 74, 77, 63, 67]",70
828,20.mid,"[74, 77, 63, 67, 70]",74
829,20.mid,"[77, 63, 67, 70, 74]",63
830,20.mid,"[63, 67, 70, 74, 63]",67
831,20.mid,"[67, 70, 74, 63, 67]",70
832,20.mid,"[70, 74, 63, 67, 70]",74
833,20.mid,"[74, 63, 67, 70, 74]",74
834,20.mid,"[63, 67, 70, 74, 74]",74
835,20.mid,"[67, 70, 74, 74, 74]",58
836,20.mid,"[70, 74, 74, 74, 58]",58
837,20.mid,"[74, 74, 74, 58, 58]",69
838,20.mid,"[74, 74, 58, 58, 69]",69
839,20.mid,"[74, 58, 58, 69, 69]",60
840,20.mid,"[58, 58, 69, 69, 60]",63
841,20.mid,"[58, 69, 69, 60, 63]",67
842,20.mid,"[69, 69, 60, 63, 67]",70
843,20.mid,"[69, 60, 63, 67, 70]",60
844,20.mid,"[60, 63, 67, 70, 60]",63
845,20.mid,"[63, 67, 70, 60, 63]",67
846,20.mid,"[67, 70, 60, 63, 67]",70
847,20.mid,"[70, 60, 63, 67, 70]",79
848,20.mid,"[60, 63, 67, 70, 79]",79
849,20.mid,"[63, 67, 70, 79, 79]",67
850,20.mid,"[67, 70, 79, 79, 67]",70
851,20.mid,"[70, 79, 79, 67, 70]",74
852,20.mid,"[79, 79, 67, 70, 74]",77
853,20.mid,"[79, 67, 70, 74, 77]",67
854,20.mid,"[67, 70, 74, 77, 67]",70
855,20.mid,"[70, 74, 77, 67, 70]",74
856,20.mid,"[74, 77, 67, 70, 74]",77
857,20.mid,"[77, 67, 70, 74, 77]",63
858,20.mid,"[67, 70, 74, 77, 63]",67
859,20.mid,"[70, 74, 77, 63, 67]",70
860,20.mid,"[74, 77, 63, 67, 70]",74
861,20.mid,"[77, 63, 67, 70, 74]",63
862,20.mid,"[63, 67, 70, 74, 63]",67
863,20.mid,"[67, 70, 74, 63, 67]",70
864,20.mid,"[70, 74, 63, 67, 70]",74
865,20.mid,"[74, 63, 67, 70, 74]",74
866,20.mid,"[63, 67, 70, 74, 74]",74
867,20.mid,"[67, 70, 74, 74, 74]",58
868,20.mid,"[70, 74, 74, 74, 58]",58
869,20.mid,"[74, 74, 74, 58, 58]",69
870,20.mid,"[74, 74, 58, 58, 69]",69
871,20.mid,"[74, 58, 58, 69, 69]",60
872,20.mid,"[58, 58, 69, 69, 60]",63
873,20.mid,"[58, 69, 69, 60, 63]",67
874,20.mid,"[69, 69, 60, 63, 67]",70
875,20.mid,"[69, 60, 63, 67, 70]",60
876,20.mid,"[60, 63, 67, 70, 60]",63
877,20.mid,"[63, 67, 70, 60, 63]",67
878,20.mid,"[67, 70, 60, 63, 67]",70
879,3.mid,"[54, 61, 64, 69, 54]",61
880,3.mid,"[61, 64, 69, 54, 61]",64
881,3.mid,"[64, 69, 54, 61, 64]",69
882,3.mid,"[69, 54, 61, 64, 69]",50
883,3.mid,"[54, 61, 64, 69, 50]",57
884,3.mid,"[61, 64, 69, 50, 57]",62
885,3.mid,"[64, 69, 50, 57, 62]",66
886,3.mid,"[69, 50, 57, 62, 66]",69
887,3.mid,"[50, 57, 62, 66, 69]",73
888,3.mid,"[57, 62, 66, 69, 73]",76
889,3.mid,"[62, 66, 69, 73, 76]",50
890,3.mid,"[66, 69, 73, 76, 50]",57
891,3.mid,"[69, 73, 76, 50, 57]",62
892,3.mid,"[73, 76, 50, 57, 62]",66
893,3.mid,"[76, 50, 57, 62, 66]",69
894,3.mid,"[50, 57, 62, 66, 69]",73
895,3.mid,"[57, 62, 66, 69, 73]",76
896,3.mid,"[62, 66, 69, 73, 76]",47
897,3.mid,"[66, 69, 73, 76, 47]",59
898,3.mid,"[69, 73, 76, 47, 59]",62
899,3.mid,"[73, 76, 47, 59, 62]",66
900,3.mid,"[76, 47, 59, 62, 66]",69
901,3.mid,"[47, 59, 62, 66, 69]",47
902,3.mid,"[59, 62, 66, 69, 47]",59
903,3.mid,"[62, 66, 69, 47, 59]",62
904,3.mid,"[66, 69, 47, 59, 62]",66
905,3.mid,"[69, 47, 59, 62, 66]",69
906,3.mid,"[47, 59, 62, 66, 69]",47
907,3.mid,"[59, 62, 66, 69, 47]",54
908,3.mid,"[62, 66, 69, 47, 54]",57
909,3.mid,"[66, 69, 47, 54, 57]",62
910,3.mid,"[69, 47, 54, 57, 62]",66
911,3.mid,"[47, 54, 57, 62, 66]",69
912,3.mid,"[54, 57, 62, 66, 69]",73
913,3.mid,"[57, 62, 66, 69, 73]",47
914,3.mid,"[62, 66, 69, 73, 47]",54
915,3.mid,"[66, 69, 73, 47, 54]",57
916,3.mid,"[69, 73, 47, 54, 57]",62
917,3.mid,"[73, 47, 54, 57, 62]",66
918,3.mid,"[47, 54, 57, 62, 66]",69
919,3.mid,"[54, 57, 62, 66, 69]",73
920,3.mid,"[57, 62, 66, 69, 73]",50
921,3.mid,"[62, 66, 69, 73, 50]",57
922,3.mid,"[66, 69, 73, 50, 57]",62
923,3.mid,"[69, 73, 50, 57, 62]",66
924,3.mid,"[73, 50, 57, 62, 66]",69
925,3.mid,"[50, 57, 62, 66, 69]",73
926,3.mid,"[57, 62, 66, 69, 73]",76
927,3.mid,"[62, 66, 69, 73, 76]",50
928,3.mid,"[66, 69, 73, 76, 50]",57
929,3.mid,"[69, 73, 76, 50, 57]",62
930,3.mid,"[73, 76, 50, 57, 62]",66
931,3.mid,"[76, 50, 57, 62, 66]",69
932,3.mid,"[50, 57, 62, 66, 69]",73
933,3.mid,"[57, 62, 66, 69, 73]",76
934,4.mid,"[51, 58, 63, 66, 70]",51
935,4.mid,"[58, 63, 66, 70, 51]",58
936,4.mid,"[63, 66, 70, 51, 58]",63
937,4.mid,"[66, 70, 51, 58, 63]",66
938,4.mid,"[70, 51, 58, 63, 66]",70
939,4.mid,"[51, 58, 63, 66, 70]",51
940,4.mid,"[58, 63, 66, 70, 51]",58
941,4.mid,"[63, 66, 70, 51, 58]",63
942,4.mid,"[66, 70, 51, 58, 63]",65
943,4.mid,"[70, 51, 58, 63, 65]",70
944,4.mid,"[51, 58, 63, 65, 70]",51
945,4.mid,"[58, 63, 65, 70, 51]",58
946,4.mid,"[63, 65, 70, 51, 58]",63
947,4.mid,"[65, 70, 51, 58, 63]",65
948,4.mid,"[70, 51, 58, 63, 65]",70
949,4.mid,"[51, 58, 63, 65, 70]",44
950,4.mid,"[58, 63, 65, 70, 44]",56
951,4.mid,"[63, 65, 70, 44, 56]",59
952,4.mid,"[65, 70, 44, 56, 59]",63
953,4.mid,"[70, 44, 56, 59, 63]",66
954,4.mid,"[44, 56, 59, 63, 66]",70
955,4.mid,"[56, 59, 63, 66, 70]",71
956,4.mid,"[59, 63, 66, 70, 71]",75
957,4.mid,"[63, 66, 70, 71, 75]",44
958,4.mid,"[66, 70, 71, 75, 44]",56
959,4.mid,"[70, 71, 75, 44, 56]",59
960,4.mid,"[71, 75, 44, 56, 59]",63
961,4.mid,"[75, 44, 56, 59, 63]",66
962,4.mid,"[44, 56, 59, 63, 66]",70
963,4.mid,"[56, 59, 63, 66, 70]",71
964,4.mid,"[59, 63, 66, 70, 71]",75
965,4.mid,"[63, 66, 70, 71, 75]",46
966,4.mid,"[66, 70, 71, 75, 46]",51
967,4.mid,"[70, 71, 75, 46, 51]",53
968,4.mid,"[71, 75, 46, 51, 53]",58
969,4.mid,"[75, 46, 51, 53, 58]",61
970,4.mid,"[46, 51, 53, 58, 61]",65
971,4.mid,"[51, 53, 58, 61, 65]",66
972,4.mid,"[53, 58, 61, 65, 66]",70
973,4.mid,"[58, 61, 65, 66, 70]",46
974,4.mid,"[61, 65, 66, 70, 46]",51
975,4.mid,"[65, 66, 70, 46, 51]",53
976,4.mid,"[66, 70, 46, 51, 53]",58
977,4.mid,"[70, 46, 51, 53, 58]",61
978,4.mid,"[46, 51, 53, 58, 61]",65
979,4.mid,"[51, 53, 58, 61, 65]",66
980,4.mid,"[53, 58, 61, 65, 66]",70
981,4.mid,"[58, 61, 65, 66, 70]",50
982,4.mid,"[61, 65, 66, 70, 50]",58
983,4.mid,"[65, 66, 70, 50, 58]",62
984,4.mid,"[66, 70, 50, 58, 62]",65
985,4.mid,"[70, 50, 58, 62, 65]",70
986,4.mid,"[50, 58, 62, 65, 70]",50
987,4.mid,"[58, 62, 65, 70, 50]",58
988,4.mid,"[62, 65, 70, 50, 58]",62
989,4.mid,"[65, 70, 50, 58, 62]",65
990,4.mid,"[70, 50, 58, 62, 65]",70
991,4.mid,"[50, 58, 62, 65, 70]",51
992,4.mid,"[58, 62, 65, 70, 51]",58
993,4.mid,"[62, 65, 70, 51, 58]",63
994,4.mid,"[65, 70, 51, 58, 63]",66
995,4.mid,"[70, 51, 58, 63, 66]",70
996,4.mid,"[51, 58, 63, 66, 70]",51
997,4.mid,"[58, 63, 66, 70, 51]",58
998,4.mid,"[63, 66, 70, 51, 58]",63
999,4.mid,"[66, 70, 51, 58, 63]",66
1000,4.mid,"[70, 51, 58, 63, 66]",70
1001,4.mid,"[51, 58, 63, 66, 70]",51
1002,4.mid,"[58, 63, 66, 70, 51]",58
1003,4.mid,"[63, 66, 70, 51, 58]",63
1004,4.mid,"[66, 70, 51, 58, 63]",65
1005,4.mid,"[70, 51, 58, 63, 65]",70
1006,4.mid,"[51, 58, 63, 65, 70]",51
1007,4.mid,"[58, 63, 65, 70, 51]",58
1008,4.mid,"[63, 65, 70, 51, 58]",63
1009,4.mid,"[65, 70, 51, 58, 63]",65
1010,4.mid,"[70, 51, 58, 63, 65]",70
1011,4.mid,"[51, 58, 63, 65, 70]",44
1012,4.mid,"[58, 63, 65, 70, 44]",56
1013,4.mid,"[63, 65, 70, 44, 56]",59
1014,4.mid,"[65, 70, 44, 56, 59]",63
1015,4.mid,"[70, 44, 56, 59, 63]",66
1016,4.mid,"[44, 56, 59, 63, 66]",70
1017,4.mid,"[56, 59, 63, 66, 70]",71
1018,4.mid,"[59, 63, 66, 70, 71]",75
1019,4.mid,"[63, 66, 70, 71, 75]",44
1020,4.mid,"[66, 70, 71, 75, 44]",56
1021,4.mid,"[70, 71, 75, 44, 56]",59
1022,4.mid,"[71, 75, 44, 56, 59]",63
1023,4.mid,"[75, 44, 56, 59, 63]",66
1024,4.mid,"[44, 56, 59, 63, 66]",70
1025,4.mid,"[56, 59, 63, 66, 70]",71
1026,4.mid,"[59, 63, 66, 70, 71]",75
1027,4.mid,"[63, 66, 70, 71, 75]",46
1028,4.mid,"[66, 70, 71, 75, 46]",51
1029,4.mid,"[70, 71, 75, 46, 51]",53
1030,4.mid,"[71, 75, 46, 51, 53]",58
1031,4.mid,"[75, 46, 51, 53, 58]",61
1032,4.mid,"[46, 51, 53, 58, 61]",65
1033,4.mid,"[51, 53, 58, 61, 65]",66
1034,4.mid,"[53, 58, 61, 65, 66]",70
1035,4.mid,"[58, 61, 65, 66, 70]",46
1036,4.mid,"[61, 65, 66, 70, 46]",51
1037,4.mid,"[65, 66, 70, 46, 51]",53
1038,4.mid,"[66, 70, 46, 51, 53]",58
1039,4.mid,"[70, 46, 51, 53, 58]",61
1040,4.mid,"[46, 51, 53, 58, 61]",65
1041,4.mid,"[51, 53, 58, 61, 65]",66
1042,4.mid,"[53, 58, 61, 65, 66]",70
1043,4.mid,"[58, 61, 65, 66, 70]",50
1044,4.mid,"[61, 65, 66, 70, 50]",58
1045,4.mid,"[65, 66, 70, 50, 58]",62
1046,4.mid,"[66, 70, 50, 58, 62]",65
1047,4.mid,"[70, 50, 58, 62, 65]",70
1048,4.mid,"[50, 58, 62, 65, 70]",50
1049,4.mid,"[58, 62, 65, 70, 50]",58
1050,4.mid,"[62, 65, 70, 50, 58]",62
1051,4.mid,"[65, 70, 50, 58, 62]",65
1052,4.mid,"[70, 50, 58, 62, 65]",70
1053,5.mid,"[40, 64, 67, 59, 74]",78
1054,5.mid,"[64, 67, 59, 74, 78]",40
1055,5.mid,"[67, 59, 74, 78, 40]",59
1056,5.mid,"[59, 74, 78, 40, 59]",64
1057,5.mid,"[74, 78, 40, 59, 64]",67
1058,5.mid,"[78, 40, 59, 64, 67]",74
1059,5.mid,"[40, 59, 64, 67, 74]",78
1060,5.mid,"[59, 64, 67, 74, 78]",50
1061,5.mid,"[64, 67, 74, 78, 50]",62
1062,5.mid,"[67, 74, 78, 50, 62]",66
1063,5.mid,"[74, 78, 50, 62, 66]",69
1064,5.mid,"[78, 50, 62, 66, 69]",73
1065,5.mid,"[50, 62, 66, 69, 73]",76
1066,5.mid,"[62, 66, 69, 73, 76]",50
1067,5.mid,"[66, 69, 73, 76, 50]",62
1068,5.mid,"[69, 73, 76, 50, 62]",66
1069,5.mid,"[73, 76, 50, 62, 66]",69
1070,5.mid,"[76, 50, 62, 66, 69]",73
1071,5.mid,"[50, 62, 66, 69, 73]",76
