,file_name,sequence,prediction
5550,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 58, 62, 65, 69]",58
5551,Cymatics - Lofi MIDI 6 - D Min.mid,"[58, 62, 65, 69, 58]",62
5552,Cymatics - Lofi MIDI 6 - D Min.mid,"[62, 65, 69, 58, 62]",65
5553,Cymatics - Lofi MIDI 6 - D Min.mid,"[65, 69, 58, 62, 65]",53
5554,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 58, 62, 65, 53]",55
5555,Cymatics - Lofi MIDI 6 - D Min.mid,"[58, 62, 65, 53, 55]",57
5556,Cymatics - Lofi MIDI 6 - D Min.mid,"[62, 65, 53, 55, 57]",60
5557,Cymatics - Lofi MIDI 6 - D Min.mid,"[65, 53, 55, 57, 60]",65
5558,Cymatics - Lofi MIDI 6 - D Min.mid,"[53, 55, 57, 60, 65]",69
5559,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 57, 60, 65, 69]",72
5560,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 60, 65, 69, 72]",74
5561,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 65, 69, 72, 74]",72
5562,Cymatics - Lofi MIDI 6 - D Min.mid,"[65, 69, 72, 74, 72]",53
5563,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 72, 74, 72, 53]",57
5564,Cymatics - Lofi MIDI 6 - D Min.mid,"[72, 74, 72, 53, 57]",60
5565,Cymatics - Lofi MIDI 6 - D Min.mid,"[74, 72, 53, 57, 60]",65
5566,Cymatics - Lofi MIDI 6 - D Min.mid,"[72, 53, 57, 60, 65]",74
5567,Cymatics - Lofi MIDI 7 - D Maj.mid,"[51, 56, 59, 63, 66]",71
5568,Cymatics - Lofi MIDI 7 - D Maj.mid,"[56, 59, 63, 66, 71]",76
5569,Cymatics - Lofi MIDI 7 - D Maj.mid,"[59, 63, 66, 71, 76]",76
5570,Cymatics - Lofi MIDI 7 - D Maj.mid,"[63, 66, 71, 76, 76]",75
5571,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 71, 76, 76, 75]",68
5572,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 76, 76, 75, 68]",75
5573,Cymatics - Lofi MIDI 7 - D Maj.mid,"[76, 76, 75, 68, 75]",66
5574,Cymatics - Lofi MIDI 7 - D Maj.mid,"[76, 75, 68, 75, 66]",66
5575,Cymatics - Lofi MIDI 7 - D Maj.mid,"[75, 68, 75, 66, 66]",68
5576,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 75, 66, 66, 68]",61
5577,Cymatics - Lofi MIDI 7 - D Maj.mid,"[75, 66, 66, 68, 61]",66
5578,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 66, 68, 61, 66]",71
5579,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 68, 61, 66, 71]",47
5580,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 61, 66, 71, 47]",51
5581,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 66, 71, 47, 51]",56
5582,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 71, 47, 51, 56]",57
5583,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 47, 51, 56, 57]",59
5584,Cymatics - Lofi MIDI 7 - D Maj.mid,"[47, 51, 56, 57, 59]",61
5585,Cymatics - Lofi MIDI 7 - D Maj.mid,"[51, 56, 57, 59, 61]",61
5586,Cymatics - Lofi MIDI 7 - D Maj.mid,"[56, 57, 59, 61, 61]",63
5587,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 59, 61, 61, 63]",64
5588,Cymatics - Lofi MIDI 7 - D Maj.mid,"[59, 61, 61, 63, 64]",68
5589,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 61, 63, 64, 68]",71
5590,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 63, 64, 68, 71]",45
5591,Cymatics - Lofi MIDI 7 - D Maj.mid,"[63, 64, 68, 71, 45]",47
5592,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 68, 71, 45, 47]",54
5593,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 45, 47, 54]",57
5594,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 45, 47, 54, 57]",57
5595,Cymatics - Lofi MIDI 7 - D Maj.mid,"[45, 47, 54, 57, 57]",61
5596,Cymatics - Lofi MIDI 7 - D Maj.mid,"[47, 54, 57, 57, 61]",61
5597,Cymatics - Lofi MIDI 7 - D Maj.mid,"[54, 57, 57, 61, 61]",64
5598,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 57, 61, 61, 64]",64
5599,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 61, 61, 64, 64]",68
5600,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 61, 64, 64, 68]",68
5601,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 64, 64, 68, 68]",71
5602,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 64, 68, 68, 71]",45
5603,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 68, 68, 71, 45]",51
5604,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 68, 71, 45, 51]",54
5605,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 45, 51, 54]",56
5606,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 45, 51, 54, 56]",57
5607,Cymatics - Lofi MIDI 7 - D Maj.mid,"[45, 51, 54, 56, 57]",59
5608,Cymatics - Lofi MIDI 7 - D Maj.mid,"[51, 54, 56, 57, 59]",61
5609,Cymatics - Lofi MIDI 7 - D Maj.mid,"[54, 56, 57, 59, 61]",63
5610,Cymatics - Lofi MIDI 7 - D Maj.mid,"[56, 57, 59, 61, 63]",64
5611,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 59, 61, 63, 64]",66
5612,Cymatics - Lofi MIDI 7 - D Maj.mid,"[59, 61, 63, 64, 66]",68
5613,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 63, 64, 66, 68]",71
5614,Cymatics - Lofi MIDI 7 - D Maj.mid,"[63, 64, 66, 68, 71]",76
5615,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 66, 68, 71, 76]",76
5616,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 68, 71, 76, 76]",75
5617,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 76, 76, 75]",68
5618,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 76, 76, 75, 68]",75
5619,Cymatics - Lofi MIDI 7 - D Maj.mid,"[76, 76, 75, 68, 75]",66
5620,Cymatics - Lofi MIDI 7 - D Maj.mid,"[76, 75, 68, 75, 66]",66
5621,Cymatics - Lofi MIDI 7 - D Maj.mid,"[75, 68, 75, 66, 66]",68
5622,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 75, 66, 66, 68]",61
5623,Cymatics - Lofi MIDI 7 - D Maj.mid,"[75, 66, 66, 68, 61]",66
5624,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 66, 68, 61, 66]",71
5625,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 68, 61, 66, 71]",47
5626,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 61, 66, 71, 47]",51
5627,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 66, 71, 47, 51]",56
5628,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 71, 47, 51, 56]",57
5629,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 47, 51, 56, 57]",59
5630,Cymatics - Lofi MIDI 7 - D Maj.mid,"[47, 51, 56, 57, 59]",61
5631,Cymatics - Lofi MIDI 7 - D Maj.mid,"[51, 56, 57, 59, 61]",61
5632,Cymatics - Lofi MIDI 7 - D Maj.mid,"[56, 57, 59, 61, 61]",63
5633,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 59, 61, 61, 63]",64
5634,Cymatics - Lofi MIDI 7 - D Maj.mid,"[59, 61, 61, 63, 64]",68
5635,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 61, 63, 64, 68]",71
5636,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 63, 64, 68, 71]",45
5637,Cymatics - Lofi MIDI 7 - D Maj.mid,"[63, 64, 68, 71, 45]",47
5638,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 68, 71, 45, 47]",54
5639,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 45, 47, 54]",57
5640,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 45, 47, 54, 57]",57
5641,Cymatics - Lofi MIDI 7 - D Maj.mid,"[45, 47, 54, 57, 57]",61
5642,Cymatics - Lofi MIDI 7 - D Maj.mid,"[47, 54, 57, 57, 61]",61
5643,Cymatics - Lofi MIDI 7 - D Maj.mid,"[54, 57, 57, 61, 61]",64
5644,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 57, 61, 61, 64]",64
5645,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 61, 61, 64, 64]",68
5646,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 61, 64, 64, 68]",68
5647,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 64, 64, 68, 68]",71
5648,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 64, 68, 68, 71]",44
5649,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 68, 68, 71, 44]",45
5650,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 68, 71, 44, 45]",54
5651,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 44, 45, 54]",56
5652,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 44, 45, 54, 56]",57
5653,Cymatics - Lofi MIDI 7 - D Maj.mid,"[44, 45, 54, 56, 57]",59
5654,Cymatics - Lofi MIDI 7 - D Maj.mid,"[45, 54, 56, 57, 59]",61
5655,Cymatics - Lofi MIDI 7 - D Maj.mid,"[54, 56, 57, 59, 61]",63
5656,Cymatics - Lofi MIDI 7 - D Maj.mid,"[56, 57, 59, 61, 63]",64
5657,Cymatics - Lofi MIDI 7 - D Maj.mid,"[57, 59, 61, 63, 64]",66
5658,Cymatics - Lofi MIDI 7 - D Maj.mid,"[59, 61, 63, 64, 66]",68
5659,Cymatics - Lofi MIDI 7 - D Maj.mid,"[61, 63, 64, 66, 68]",71
5660,Cymatics - Lofi MIDI 7 - D Maj.mid,"[63, 64, 66, 68, 71]",44
5661,Cymatics - Lofi MIDI 7 - D Maj.mid,"[64, 66, 68, 71, 44]",56
5662,Cymatics - Lofi MIDI 7 - D Maj.mid,"[66, 68, 71, 44, 56]",59
5663,Cymatics - Lofi MIDI 7 - D Maj.mid,"[68, 71, 44, 56, 59]",63
5664,Cymatics - Lofi MIDI 7 - D Maj.mid,"[71, 44, 56, 59, 63]",66
5665,Cymatics - Lofi MIDI 7 - D Maj.mid,"[44, 56, 59, 63, 66]",71
5666,Cymatics - Lofi MIDI 8 - D Maj.mid,"[51, 63, 74, 67, 70]",79
5667,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 74, 67, 70, 79]",82
5668,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 67, 70, 79, 82]",84
5669,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 70, 79, 82, 84]",82
5670,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 79, 82, 84, 82]",67
5671,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 82, 84, 82, 67]",74
5672,Cymatics - Lofi MIDI 8 - D Maj.mid,"[82, 84, 82, 67, 74]",70
5673,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 82, 67, 74, 70]",79
5674,Cymatics - Lofi MIDI 8 - D Maj.mid,"[82, 67, 74, 70, 79]",51
5675,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 74, 70, 79, 51]",63
5676,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 70, 79, 51, 63]",53
5677,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 79, 51, 63, 53]",65
5678,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 51, 63, 53, 65]",68
5679,Cymatics - Lofi MIDI 8 - D Maj.mid,"[51, 63, 53, 65, 68]",72
5680,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 53, 65, 68, 72]",84
5681,Cymatics - Lofi MIDI 8 - D Maj.mid,"[53, 65, 68, 72, 84]",77
5682,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 68, 72, 84, 77]",80
5683,Cymatics - Lofi MIDI 8 - D Maj.mid,"[68, 72, 84, 77, 80]",86
5684,Cymatics - Lofi MIDI 8 - D Maj.mid,"[72, 84, 77, 80, 86]",84
5685,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 77, 80, 86, 84]",86
5686,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 80, 86, 84, 86]",53
5687,Cymatics - Lofi MIDI 8 - D Maj.mid,"[80, 86, 84, 86, 53]",65
5688,Cymatics - Lofi MIDI 8 - D Maj.mid,"[86, 84, 86, 53, 65]",68
5689,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 86, 53, 65, 68]",72
5690,Cymatics - Lofi MIDI 8 - D Maj.mid,"[86, 53, 65, 68, 72]",50
5691,Cymatics - Lofi MIDI 8 - D Maj.mid,"[53, 65, 68, 72, 50]",62
5692,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 68, 72, 50, 62]",65
5693,Cymatics - Lofi MIDI 8 - D Maj.mid,"[68, 72, 50, 62, 65]",67
5694,Cymatics - Lofi MIDI 8 - D Maj.mid,"[72, 50, 62, 65, 67]",77
5695,Cymatics - Lofi MIDI 8 - D Maj.mid,"[50, 62, 65, 67, 77]",78
5696,Cymatics - Lofi MIDI 8 - D Maj.mid,"[62, 65, 67, 77, 78]",80
5697,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 67, 77, 78, 80]",84
5698,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 77, 78, 80, 84]",70
5699,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 78, 80, 84, 70]",74
5700,Cymatics - Lofi MIDI 8 - D Maj.mid,"[78, 80, 84, 70, 74]",79
5701,Cymatics - Lofi MIDI 8 - D Maj.mid,"[80, 84, 70, 74, 79]",78
5702,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 70, 74, 79, 78]",75
5703,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 74, 79, 78, 75]",79
5704,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 79, 78, 75, 79]",77
5705,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 78, 75, 79, 77]",75
5706,Cymatics - Lofi MIDI 8 - D Maj.mid,"[78, 75, 79, 77, 75]",74
5707,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 79, 77, 75, 74]",50
5708,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 77, 75, 74, 50]",62
5709,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 75, 74, 50, 62]",65
5710,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 74, 50, 62, 65]",67
5711,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 50, 62, 65, 67]",63
5712,Cymatics - Lofi MIDI 8 - D Maj.mid,"[50, 62, 65, 67, 63]",70
5713,Cymatics - Lofi MIDI 8 - D Maj.mid,"[62, 65, 67, 63, 70]",75
5714,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 67, 63, 70, 75]",77
5715,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 63, 70, 75, 77]",63
5716,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 70, 75, 77, 63]",75
5717,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 75, 77, 63, 75]",51
5718,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 77, 63, 75, 51]",63
5719,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 63, 75, 51, 63]",74
5720,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 75, 51, 63, 74]",67
5721,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 51, 63, 74, 67]",70
5722,Cymatics - Lofi MIDI 8 - D Maj.mid,"[51, 63, 74, 67, 70]",79
5723,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 74, 67, 70, 79]",82
5724,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 67, 70, 79, 82]",84
5725,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 70, 79, 82, 84]",82
5726,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 79, 82, 84, 82]",67
5727,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 82, 84, 82, 67]",74
5728,Cymatics - Lofi MIDI 8 - D Maj.mid,"[82, 84, 82, 67, 74]",70
5729,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 82, 67, 74, 70]",79
5730,Cymatics - Lofi MIDI 8 - D Maj.mid,"[82, 67, 74, 70, 79]",51
5731,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 74, 70, 79, 51]",63
5732,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 70, 79, 51, 63]",53
5733,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 79, 51, 63, 53]",65
5734,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 51, 63, 53, 65]",68
5735,Cymatics - Lofi MIDI 8 - D Maj.mid,"[51, 63, 53, 65, 68]",72
5736,Cymatics - Lofi MIDI 8 - D Maj.mid,"[63, 53, 65, 68, 72]",84
5737,Cymatics - Lofi MIDI 8 - D Maj.mid,"[53, 65, 68, 72, 84]",77
5738,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 68, 72, 84, 77]",80
5739,Cymatics - Lofi MIDI 8 - D Maj.mid,"[68, 72, 84, 77, 80]",86
5740,Cymatics - Lofi MIDI 8 - D Maj.mid,"[72, 84, 77, 80, 86]",84
5741,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 77, 80, 86, 84]",86
5742,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 80, 86, 84, 86]",53
5743,Cymatics - Lofi MIDI 8 - D Maj.mid,"[80, 86, 84, 86, 53]",65
5744,Cymatics - Lofi MIDI 8 - D Maj.mid,"[86, 84, 86, 53, 65]",68
5745,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 86, 53, 65, 68]",72
5746,Cymatics - Lofi MIDI 8 - D Maj.mid,"[86, 53, 65, 68, 72]",62
5747,Cymatics - Lofi MIDI 8 - D Maj.mid,"[53, 65, 68, 72, 62]",65
5748,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 68, 72, 62, 65]",67
5749,Cymatics - Lofi MIDI 8 - D Maj.mid,"[68, 72, 62, 65, 67]",77
5750,Cymatics - Lofi MIDI 8 - D Maj.mid,"[72, 62, 65, 67, 77]",78
5751,Cymatics - Lofi MIDI 8 - D Maj.mid,"[62, 65, 67, 77, 78]",80
5752,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 67, 77, 78, 80]",84
5753,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 77, 78, 80, 84]",50
5754,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 78, 80, 84, 50]",70
5755,Cymatics - Lofi MIDI 8 - D Maj.mid,"[78, 80, 84, 50, 70]",74
5756,Cymatics - Lofi MIDI 8 - D Maj.mid,"[80, 84, 50, 70, 74]",79
5757,Cymatics - Lofi MIDI 8 - D Maj.mid,"[84, 50, 70, 74, 79]",78
5758,Cymatics - Lofi MIDI 8 - D Maj.mid,"[50, 70, 74, 79, 78]",75
5759,Cymatics - Lofi MIDI 8 - D Maj.mid,"[70, 74, 79, 78, 75]",79
5760,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 79, 78, 75, 79]",77
5761,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 78, 75, 79, 77]",75
5762,Cymatics - Lofi MIDI 8 - D Maj.mid,"[78, 75, 79, 77, 75]",74
5763,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 79, 77, 75, 74]",62
5764,Cymatics - Lofi MIDI 8 - D Maj.mid,"[79, 77, 75, 74, 62]",65
5765,Cymatics - Lofi MIDI 8 - D Maj.mid,"[77, 75, 74, 62, 65]",67
5766,Cymatics - Lofi MIDI 8 - D Maj.mid,"[75, 74, 62, 65, 67]",50
5767,Cymatics - Lofi MIDI 8 - D Maj.mid,"[74, 62, 65, 67, 50]",70
5768,Cymatics - Lofi MIDI 8 - D Maj.mid,"[62, 65, 67, 50, 70]",75
5769,Cymatics - Lofi MIDI 8 - D Maj.mid,"[65, 67, 50, 70, 75]",77
5770,Cymatics - Lofi MIDI 8 - D Maj.mid,"[67, 50, 70, 75, 77]",75
5771,Cymatics - Lofi MIDI 9 - D Maj.mid,"[51, 56, 59, 63, 66]",71
5772,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 63, 66, 71]",51
5773,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 63, 66, 71, 51]",56
5774,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 66, 71, 51, 56]",59
5775,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 71, 51, 56, 59]",63
5776,Cymatics - Lofi MIDI 9 - D Maj.mid,"[71, 51, 56, 59, 63]",66
5777,Cymatics - Lofi MIDI 9 - D Maj.mid,"[51, 56, 59, 63, 66]",71
5778,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 63, 66, 71]",49
5779,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 63, 66, 71, 49]",52
5780,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 66, 71, 49, 52]",56
5781,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 71, 49, 52, 56]",59
5782,Cymatics - Lofi MIDI 9 - D Maj.mid,"[71, 49, 52, 56, 59]",64
5783,Cymatics - Lofi MIDI 9 - D Maj.mid,"[49, 52, 56, 59, 64]",56
5784,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 56, 59, 64, 56]",47
5785,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 64, 56, 47]",52
5786,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 64, 56, 47, 52]",52
5787,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 56, 47, 52, 52]",59
5788,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 47, 52, 52, 59]",49
5789,Cymatics - Lofi MIDI 9 - D Maj.mid,"[47, 52, 52, 59, 49]",56
5790,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 52, 59, 49, 56]",59
5791,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 59, 49, 56, 59]",64
5792,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 49, 56, 59, 64]",63
5793,Cymatics - Lofi MIDI 9 - D Maj.mid,"[49, 56, 59, 64, 63]",68
5794,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 64, 63, 68]",47
5795,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 64, 63, 68, 47]",52
5796,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 63, 68, 47, 52]",56
5797,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 68, 47, 52, 56]",59
5798,Cymatics - Lofi MIDI 9 - D Maj.mid,"[68, 47, 52, 56, 59]",51
5799,Cymatics - Lofi MIDI 9 - D Maj.mid,"[47, 52, 56, 59, 51]",56
5800,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 56, 59, 51, 56]",63
5801,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 51, 56, 63]",68
5802,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 51, 56, 63, 68]",59
5803,Cymatics - Lofi MIDI 9 - D Maj.mid,"[51, 56, 63, 68, 59]",63
5804,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 63, 68, 59, 63]",66
5805,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 68, 59, 63, 66]",71
5806,Cymatics - Lofi MIDI 9 - D Maj.mid,"[68, 59, 63, 66, 71]",51
5807,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 63, 66, 71, 51]",56
5808,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 66, 71, 51, 56]",59
5809,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 71, 51, 56, 59]",63
5810,Cymatics - Lofi MIDI 9 - D Maj.mid,"[71, 51, 56, 59, 63]",66
5811,Cymatics - Lofi MIDI 9 - D Maj.mid,"[51, 56, 59, 63, 66]",71
5812,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 63, 66, 71]",49
5813,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 63, 66, 71, 49]",52
5814,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 66, 71, 49, 52]",56
5815,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 71, 49, 52, 56]",59
5816,Cymatics - Lofi MIDI 9 - D Maj.mid,"[71, 49, 52, 56, 59]",64
5817,Cymatics - Lofi MIDI 9 - D Maj.mid,"[49, 52, 56, 59, 64]",56
5818,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 56, 59, 64, 56]",47
5819,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 64, 56, 47]",52
5820,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 64, 56, 47, 52]",52
5821,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 56, 47, 52, 52]",59
5822,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 47, 52, 52, 59]",49
5823,Cymatics - Lofi MIDI 9 - D Maj.mid,"[47, 52, 52, 59, 49]",56
5824,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 52, 59, 49, 56]",59
5825,Cymatics - Lofi MIDI 9 - D Maj.mid,"[52, 59, 49, 56, 59]",64
5826,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 49, 56, 59, 64]",63
5827,Cymatics - Lofi MIDI 9 - D Maj.mid,"[49, 56, 59, 64, 63]",64
5828,Cymatics - Lofi MIDI 9 - D Maj.mid,"[56, 59, 64, 63, 64]",64
5829,Cymatics - Lofi MIDI 9 - D Maj.mid,"[59, 64, 63, 64, 64]",66
5830,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 63, 64, 64, 66]",66
5831,Cymatics - Lofi MIDI 9 - D Maj.mid,"[63, 64, 64, 66, 66]",68
5832,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 64, 66, 66, 68]",68
5833,Cymatics - Lofi MIDI 9 - D Maj.mid,"[64, 66, 66, 68, 68]",71
5834,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 66, 68, 68, 71]",47
5835,Cymatics - Lofi MIDI 9 - D Maj.mid,"[66, 68, 68, 71, 47]",52
5836,Cymatics - Lofi MIDI 9 - D Maj.mid,"[68, 68, 71, 47, 52]",56
5837,Cymatics - Lofi MIDI 9 - D Maj.mid,"[68, 71, 47, 52, 56]",59
5838,Cymatics - Lofi MIDI 9 - D Maj.mid,"[71, 47, 52, 56, 59]",63
5839,Cymatics - Lofi MIDI 9 - D Maj.mid,"[47, 52, 56, 59, 63]",71
5840,E-Piano Chords MIDI.mid,"[63, 41, 60, 56, 53]",41
5841,E-Piano Chords MIDI.mid,"[41, 60, 56, 53, 41]",56
